"cid";"IUPAC Name";"SMILES"
"695";"2,3-dihydroxy-4-phosphonooxybutanoate";"OP(O)(OCC(C(C([O-])=O)O)O)=O"
"696";"2,3-dihydroxy-4-phosphonooxybutanoic acid";"OP(O)(OCC(O)C(C(O)=O)O)=O"
"697";"(2,3-dihydroxy-4-oxobutyl) dihydrogen phosphate";"OP(O)(OCC(C(O)C=O)O)=O"
"698";"3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one";"C1CC2C(C)(CCC3c4c(cc(cc4)O)CCC23)C1=O"
"699";"(13-methyl-17-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-yl) hydrogen sulfate";"O=S(=O)(Oc1ccc2C3C(C4C(C)(C(=O)CC4)CC3)CCc2c1)O"
"700";"2-aminoethanol";"C(CN)O"
"701";"ethyl 2-methyl-3-oxobutanoate";"CC(=O)C(C(=O)OCC)C"
"702";"ethanol";"C(C)O"
"703";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate";"O(CC1OC(n2c3ncnc(N)c3nc2)C(O)C1O)P(=O)(OP(O)(OCC(O)C(O)C(O)CN1C=2C(C(=O)N=C(N=2)O)=Nc2c1cc(C)c(c2)C)=O)O"
"704";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (5-amino-2,3,4-trihydroxypentyl) hydrogen phosphate";"O(P(OP(OCC(O)C(O)C(O)CN)(=O)O)(=O)O)CC1C(C(O)C(n2c3c(c(ncn3)N)nc2)O1)O"
"705";"[[5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate";"c1(cc2N(C3=C(C(NC(=O)N3)=O)Nc2cc1C)CC(C(C(COP(OP(OCC1C(C(O)C(n2c3c(c(ncn3)N)nc2)O1)O)(=O)O)(=O)O)O)O)O)C"
"706";"phosphono 3,7,11-trimethyldodeca-2,6,10-trienyl hydrogen phosphate";"OP(O)(=O)OP(OCC=C(C)CCC=C(CCC=C(C)C)C)(=O)O"
"707";"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-ol";"CC(C)=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(C)=CCCC(C)=CCCC(C)=CCO)C)C)C"
"708";"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl phosphono hydrogen phosphate";"CC(C)=CCCC(=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(C)=CCCC(=CCOP(=O)(OP(O)(O)=O)O)C)C)C)C)C"
"709";"3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid";"c1cc(O)c(cc1C=CC(O)=O)OC"
"710";"[5-(7,8-dimethyl-2,4-dioxobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate";"OP(O)(=O)OCC(C(C(CN1C2=NC(O)=NC(C2=Nc2c1cc(C)c(C)c2)=O)O)O)O"
"711";"[5-(7,8-dimethyl-2,4-dioxo-1,5-dihydrobenzo[g]pteridin-10-yl)-2,3,4-trihydroxypentyl] dihydrogen phosphate";"OP(O)(=O)OCC(C(O)C(O)CN1c2cc(c(C)cc2NC=2C(=O)NC(=O)NC1=2)C)O"
"712";"formaldehyde";"O=C"
"713";"formamide";"NC=O"
"714";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] methanethioate";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(=O)NCCSC=O)O"
"715";"7-[[1-carboxy-4-[[1-carboxy-4-[2-[4-[[5-(formamidomethyl)furan-3-yl]methoxy]phenyl]ethylamino]-4-oxobutyl]amino]-4-oxobutyl]amino]-7-oxoheptane-1,3,4-tricarboxylic acid";"c1cc(ccc1CCNC(CCC(C(O)=O)NC(=O)CCC(C(O)=O)NC(=O)CCC(C(CCC(O)=O)C(=O)O)C(O)=O)=O)OCc1cc(CNC=O)oc1"
"716";"2,5-bis(hydroxymethyl)oxolane-2,3,4-triol";"O1C(CO)(O)C(C(O)C1CO)O"
"717";"[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(OCC1(O)C(C(O)C(O1)CO)O)=O"
"718";"[2,3,4-trihydroxy-5-(phosphonooxymethyl)oxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1C(O)C(O)C(O)(O1)COP(O)(O)=O"
"719";"[3,4,5-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methyl dihydrogen phosphate";"OP(O)(=O)OCC1C(C(C(CO)(O)O1)O)O"
"720";"2-amino-6-[[4,5-dihydroxy-6-(hydroxymethyl)-3-oxooxan-2-yl]amino]hexanoic acid";"O1C(C(C(C(C1CO)O)O)=O)NCCCCC(C(O)=O)N"
"721";"2-amino-6-[[4,5-dihydroxy-3-oxo-6-(phosphonooxymethyl)oxan-2-yl]amino]hexanoic acid";"OP(O)(=O)OCC1OC(C(C(O)C1O)=O)NCCCCC(C(=O)O)N"
"722";"2,3,4-trihydroxy-5-(hydroxymethyl)oxolane-2-carboxylic acid";"O=C(O)C1(OC(C(C1O)O)CO)O"
"723";"but-2-enedioic acid";"C(=CC(=O)O)C(=O)O"
"724";"2-hydroxy-3-phosphonooxypropanoic acid";"OP(O)(OCC(O)C(O)=O)=O"
"725";"4-(trimethylazaniumyl)butanoate";"C[N+](C)(C)CCCC([O-])=O"
"726";"[4-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-4-oxobutyl]-trimethylazanium";"C[N+](C)(C)CCCC(SCCNC(=O)CCNC(C(C(C)(C)COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)O)=O)=O"
"727";"1,2,3,4,5,6-hexachlorocyclohexane";"C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl"
"728";"1,3,4,5,6-pentachlorocyclohexene";"C1(Cl)C=C(Cl)C(C(C1Cl)Cl)Cl"
"729";"(2-hydroxy-3-oxopropyl) dihydrogen phosphate";"OP(O)(=O)OCC(C=O)O"
"734";"3,7-dimethylocta-2,6-dienyl phosphono hydrogen phosphate";"OP(O)(=O)OP(=O)(O)OCC=C(CCC=C(C)C)C"
"735";"phosphono 3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl hydrogen phosphate";"CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(O)(O)=O"
"736";"3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-one";"OCC1C(O)C(O)C(C(=O)O1)O"
"737";"[3,4,5-trihydroxy-6-(phosphonooxymethyl)oxan-2-yl] dihydrogen phosphate";"OP(O)(=O)OCC1C(C(O)C(O)C(OP(O)(O)=O)O1)O"
"738";"2,5-diamino-5-oxopentanoic acid";"OC(=O)C(CCC(=O)N)N"
"739";"3-amino-6-(hydroxymethyl)oxane-2,4,5-triol";"OCC1C(C(O)C(N)C(O)O1)O"
"740";"[3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] dihydrogen phosphate";"OP(O)(OC1OC(CO)C(C(C1N)O)O)=O"
"741";"5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopent-3-enoic acid";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(NCCSC(C=CCC(=O)O)=O)=O)O"
"742";"4-amino-5-oxopentanoic acid";"NC(CCC(=O)O)C=O"
"743";"pentanedioic acid";"O=C(O)CCCC(=O)O"
"744";"5-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanyl]-5-oxopentanoic acid";"CC(C)(COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)C(C(=O)NCCC(NCCSC(=O)CCCC(O)=O)=O)O"
"745";"2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid";"OC(=O)C(CCC(NC(C(NCC(=O)O)=O)CS)=O)N"
"746";"2-amino-5-[[1-(carboxymethylamino)-3-(disulfanyl)-1-oxopropan-2-yl]amino]-5-oxopentanoic acid";"OC(=O)C(CCC(NC(C(NCC(=O)O)=O)CSS)=O)N"
"747";"2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfonatosulfanylpropan-2-yl]amino]-1-hydroxy-1,5-dioxopentane";"O=S(=O)([O-])SCC(NC(=O)CCC(C(O)=O)N)C(=O)NCC(=O)O"
"748";"2-amino-5-[[1-(carboxymethylamino)-1-oxo-3-sulfosulfanylpropan-2-yl]amino]-5-oxopentanoic acid";"O=S(=O)(O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(O)=O)N"
"749";"2-amino-5-[[1-[[2-[3-(4-aminobutylamino)propylamino]-2-oxoethyl]amino]-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid";"C(C(=O)NCCCNCCCCN)NC(=O)C(NC(=O)CCC(C(O)=O)N)CS"
"750";"2-aminoacetic acid";"O=C(O)CN"
"751";"2,3-dihydroxypropanal";"O=CC(CO)O"
"752";"2,3-dihydroxypropanoic acid";"C(C(O)C(=O)O)O"
"753";"propane-1,2,3-triol";"OCC(CO)O"
"754";"2,3-dihydroxypropyl dihydrogen phosphate";"OP(O)(OCC(O)CO)=O"
"755";"2-[4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoylamino]acetic acid";"C(CC(C1CCC2C3C(O)CC4C(CCC(O)C4)(C3CC(O)C12C)C)C)C(NCC(=O)O)=O"
"756";"2-hydroxyacetaldehyde";"O=CCO"
"757";"2-hydroxyacetic acid";"C(C(=O)O)O"
"758";"[6-[6-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl [3-acetamido-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate";"C1(C(C(O)C(O)C(O1)OC1C(CO)OC(C(NC(C)=O)C1O)OC1C(OC(C(NC(C)=O)C1O)NC(=O)CC(NC(=O)C)C(N)=O)CO)OC1C(O)C(C(O)C(COP(=O)(OC2OC(CO)C(O)C(C2NC(C)=O)O)O)O1)O)CO"
"759";"[6-[6-[5-acetamido-6-[5-acetamido-6-[(3-acetamido-4-amino-4-oxobutanoyl)amino]-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl dihydrogen phosphate";"OP(O)(OCC1OC(C(O)C(O)C1O)OC1C(OC(OC2C(O)C(NC(C)=O)C(OC2CO)OC2C(CO)OC(C(NC(C)=O)C2O)NC(=O)CC(NC(C)=O)C(=O)N)C(O)C1O)CO)=O"
"760";"oxaldehydic acid";"O=CC(=O)O"
"763";"2-(diaminomethylideneamino)acetic acid";"NC(N)=NCC(O)=O"
"765";"2-amino-9-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one";"OCC1C(O)C(C(n2cnc3c(O)nc(N)nc23)O1)O"
"767";"carbonic acid";"OC(O)=O"
"768";"formonitrile";"N#C"
"769";"hydrogen carbonate";"[O-]C(=O)O"
"771";"3-[18-(2-carboxyethyl)-13-ethenyl-8-(1-hydroxy-5,9,13-trimethyltetradeca-4,8,12-trienyl)-3,7,12,17-tetramethyl-1,2,3,6,7,8,9,12,17,18,21,22,23,24-tetradecahydroporphyrin-2-yl]propanoic acid";"CC(C)=CCCC(=CCCC(=CCCC(O)C1C2NC(C=C3C(C)C(CCC(=O)O)C(N3)C=C3NC(C(C)C3CCC(O)=O)=CC3=C(C(C(N3)=C2)C)C=C)C1C)C)C"
"772";"6-[6-[6-[5-acetamido-4,6-dihydroxy-2-(sulfooxymethyl)oxan-3-yl]oxy-2-carboxy-4-hydroxy-5-sulfooxyoxan-3-yl]oxy-2-(hydroxymethyl)-5-(sulfoamino)-4-sulfooxyoxan-3-yl]oxy-3,4-dihydroxy-5-sulfooxyoxane-2-carboxylic acid";"O=S(=O)(OC1C(C(OC(CO)C1OC1C(C(O)C(O)C(O1)C(=O)O)OS(=O)(=O)O)OC1C(OC(OC2C(C(NC(=O)C)C(OC2COS(=O)(=O)O)O)O)C(OS(=O)(=O)O)C1O)C(=O)O)NS(=O)(=O)O)O"
"773";"2-amino-3-(1H-imidazol-5-yl)propanoic acid";"NC(Cc1[nH]cnc1)C(=O)O"
"774";"2-(1H-imidazol-5-yl)ethanamine";"[nH]1cncc1CCN"
"775";"2-amino-3-(1H-imidazol-5-yl)propanal";"NC(Cc1[nH]cnc1)C=O"
"776";"2-amino-3-(1H-imidazol-5-yl)propan-1-ol";"NC(Cc1[nH]cnc1)CO"
"777";"(4-amino-2-methylpyrimidin-5-yl)methanol";"Nc1c(cnc(C)n1)CO"
"778";"2-amino-4-sulfanylbutanoic acid";"C(S)CC(N)C(=O)O"
"779";"2-amino-4-hydroxybutanoic acid";"NC(CCO)C(=O)O"
"780";"2-(2,5-dihydroxyphenyl)acetic acid";"c1c(O)c(CC(=O)O)cc(O)c1"
"781";"thiocyanic acid";"C(#N)S"
"782";"3-(2,5-dioxoimidazolidin-4-yl)propanoic acid";"C(CC1NC(=O)NC1=O)C(=O)O"
"783";"molecular hydrogen";"[HH]"
"784";"hydrogen peroxide";"OO"
"785";"benzene-1,4-diol";"c1cc(ccc1O)O"
"786";"(4-hydroxy-3-methylbut-2-enyl) phosphono hydrogen phosphate";"OP(O)(=O)OP(OCC=C(C)CO)(=O)O"
"787";"hydroxylamine";"ON"
"788";"3-[5-[[3-(2-carboxyethyl)-5-[[3-(2-carboxyethyl)-5-[[3-(2-carboxyethyl)-4-(carboxymethyl)-5-(hydroxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-2-yl]methyl]-4-(carboxymethyl)-1H-pyrrol-3-yl]propanoic acid";"C(=O)(CCc1c([nH]c(c1CC(O)=O)Cc1c(c(c(Cc2[nH]c(CO)c(CC(=O)O)c2CCC(=O)O)[nH]1)CC(=O)O)CCC(=O)O)Cc1[nH]cc(CCC(O)=O)c1CC(O)=O)O"
"790";"3,7-dihydropurin-6-one";"Oc1c2[nH]cnc2ncn1"
"791";"2-amino-3-methylpentanoic acid";"NC(C(CC)C)C(=O)O"
"792";"[3-(1H-imidazol-5-yl)-2-oxopropyl] dihydrogen phosphate";"OP(O)(=O)OCC(=O)Cc1[nH]cnc1"
"793";"2-hydroxy-3-(1H-imidazol-5-yl)propanoic acid";"[nH]1cncc1CC(O)C(=O)O"
"794";"3-(1H-imidazol-5-yl)-2-oxopropanoic acid";"c1(cnc[nH]1)CC(=O)C(O)=O"
"795";"1H-imidazole";"[nH]1cncc1"
"796";"2-iminobutanedioic acid";"C(=O)(CC(C(O)=O)=N)O"
"798";"1H-indole";"c12c(cccc1)cc[nH]2"
"799";"[2,3-dihydroxy-3-(1H-indol-3-yl)propyl] dihydrogen phosphate";"OP(O)(OCC(O)C(O)c1c[nH]c2ccccc12)=O"
"800";"2-(1H-indol-3-yl)acetaldehyde";"C(c1c2ccccc2[nH]c1)C=O"
"801";"2-(1H-indol-3-yl)acetate";"[O-]C(=O)Cc1c2ccccc2[nH]c1"
"802";"2-(1H-indol-3-yl)acetic acid";"OC(Cc1c2ccccc2[nH]c1)=O"
"803";"3-(1H-indol-3-yl)-2-oxopropanoic acid";"c1(c2ccccc2[nH]c1)CC(C(O)=O)=O"
"805";"(2,3,5,6-tetrahydroxy-4-phosphonooxycyclohexyl) dihydrogen phosphate";"OC1C(O)C(C(O)C(O)C1OP(O)(O)=O)OP(O)(O)=O"
"806";"(2,3,5-trihydroxy-4,6-diphosphonooxycyclohexyl) dihydrogen phosphate";"OP(O)(=O)OC1C(C(O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1O)O"
"807";"molecular iodine";"II"
"808";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 2-methylpropanethioate";"CC(C)C(SCCNC(=O)CCNC(C(C(C)(C)COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)O)=O)=O"
"809";"5-(1-carboxyethenoxy)-6-hydroxycyclohexa-1,3-diene-1-carboxylic acid";"C=C(OC1C(C(=CC=C1)C(=O)O)O)C(O)=O"
"810";"S-[2-[3-[[4-[[[5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] 3-methylbutanethioate";"CC(C)CC(=O)SCCNC(CCNC(C(C(C)(C)COP(O)(OP(=O)(OCC1C(OP(O)(O)=O)C(C(n2c3ncnc(N)c3nc2)O1)O)O)=O)O)=O)=O"
"811";"2-methylidenebutanedioic acid";"C(CC(C(O)=O)=C)(=O)O"
"813";"potassium(1+)";"[K+]"
"815";"2-(aminomethyl)-6-[4,6-diamino-3-[4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol";"NC1CC(N)C(C(O)C1OC1C(C(N)C(C(CO)O1)O)O)OC1C(O)C(O)C(O)C(CN)O1"
"816";"5-amino-2-(aminomethyl)-6-[4,6-diamino-3-[4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4-diol";"OC1C(N)C(OC(C1O)CN)OC1C(CC(C(OC2C(C(N)C(C(CO)O2)O)O)C1O)N)N"
"817";"4,5,6,7,8-pentahydroxy-2-oxooctanoic acid";"OC(C(O)C(O)C(O)CO)CC(=O)C(O)=O"
"818";"4,5,6,7-tetrahydroxy-2-oxo-8-phosphonooxyoctanoic acid";"OP(O)(=O)OCC(C(O)C(C(O)CC(=O)C(O)=O)O)O"
"819";"6-(1,2-dihydroxyethyl)-4,5-dihydroxy-2-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxane-2-carboxylic acid";"OP(O)(OC1OC(COC2OC(COC3(OC(C(O)CO)C(O)C(C3)O)C(=O)O)C(C(OC(=O)CC(O)CCCCCCCCCCC)C2NC(CC(O)CCCCCCCCCCC)=O)OP(O)(O)=O)C(C(OC(CC(CCCCCCCCCCC)O)=O)C1NC(CC(CCCCCCCCCCC)O)=O)O)=O"
"820";"2-[2-carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid";"OP(O)(=O)OC1OC(C(O)C(C1NC(=O)CC(O)CCCCCCCCCCC)OC(CC(CCCCCCCCCCC)O)=O)COC1C(NC(CC(OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O)C(C(C(O1)COC1(CC(C(O)C(C(O)CO)O1)OC1(CC(C(C(C(CO)O)O1)O)O)C(=O)O)C(O)=O)OP(O)(O)=O)OC(=O)CC(CCCCCCCCCCC)O"
"821";"2-[2-carboxy-6-(1,2-dihydroxyethyl)-2-[[5-(3-dodecanoyloxytetradecanoylamino)-6-[[3-hydroxy-6-[hydroxy(phosphonooxy)phosphoryl]oxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)oxan-2-yl]methoxy]-3-phosphonooxy-4-(3-tetradecanoyloxytetradecanoyloxy)oxan-2-yl]methoxy]-5-hydroxyoxan-4-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid";"OP(O)(OP(O)(OC1OC(C(O)C(OC(CC(CCCCCCCCCCC)O)=O)C1NC(CC(CCCCCCCCCCC)O)=O)COC1OC(COC2(OC(C(O)C(OC3(C(O)=O)OC(C(O)C(O)C3)C(O)CO)C2)C(CO)O)C(O)=O)C(OP(O)(O)=O)C(OC(CC(CCCCCCCCCCC)OC(CCCCCCCCCCCCC)=O)=O)C1NC(CC(CCCCCCCCCCC)OC(CCCCCCCCCCC)=O)=O)=O)=O"
"822";"2-[6-carboxy-2-(1,2-dihydroxyethyl)-4-hydroxy-6-[[6-[[3-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-6-phosphonooxyoxan-2-yl]methoxy]-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)-3-phosphonooxyoxan-2-yl]methoxy]oxan-3-yl]oxy-6-(1,2-dihydroxyethyl)-4,5-dihydroxyoxane-2-carboxylic acid";"OP(O)(OC1C(COC2(OC(C(CO)O)C(OC3(CC(C(O)C(C(CO)O)O3)O)C(=O)O)C(O)C2)C(O)=O)OC(C(C1OC(=O)CC(O)CCCCCCCCCCC)NC(CC(O)CCCCCCCCCCC)=O)OCC1OC(C(C(OC(CC(CCCCCCCCCCC)O)=O)C1O)NC(CC(O)CCCCCCCCCCC)=O)OP(O)(O)=O)=O"
"823";"2-[2,3-dihydroxypropoxy(hydroxy)phosphoryl]oxyethyl-trimethylazanium";"C[N+](C)(C)CCOP(=O)(O)OCC(O)CO"
"824";"2-aminopentanoic acid";"C(CC(N)C(=O)O)C"
"825";"4-hydroxypyrrolidine-2-carboxylic acid";"C1(CC(C(=O)O)NC1)O"
"826";"2-amino-6-[[4-(2-aminopropanoylamino)-4-carboxybutanoyl]amino]heptanedioic acid";"C(CCC(C(O)=O)N)C(NC(CCC(C(=O)O)NC(C(C)N)=O)=O)C(=O)O"
"827";"pentane-1,2,3,4,5-pentol";"OC(CO)C(C(O)CO)O"
"828";"2-[[N'-(4-amino-4-carboxybutyl)carbamimidoyl]amino]butanedioic acid";"NC(=NCCCC(C(O)=O)N)NC(CC(=O)O)C(O)=O"
"829";"2-amino-4-oxobutanoic acid";"NC(CC=O)C(=O)O"
"830";"2-amino-3-(2-diazoacetyl)oxypropanoic acid";"C(OCC(C(O)=O)N)(C=[N+]=[N-])=O"
"831";"2-(2-amino-2-carboxyethoxy)-2-hydroxyethenediazonium";"C(C(O)=O)(COC(=O)C[N+]#N)N"
"832";"2-amino-4-oxo-4-phosphonooxybutanoic acid";"OP(O)(=O)OC(CC(N)C(=O)O)=O"
"833";"2-amino-5-(carbamoylamino)pentanoic acid";"OC(=O)C(CCCNC(=O)N)N"
"834";"2-amino-4-(2-amino-2-carboxyethyl)sulfanylbutanoic acid";"C(C(N)C(=O)O)CSCC(N)C(O)=O"
"835";"5-(1,2-dihydroxyethyl)oxolane-2,3,4-trione";"C1(OC(=O)C(=O)C1=O)C(O)CO"
"836";"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid";"NC(C(O)=O)Cc1cc(c(cc1)O)O"
"837";"5,6-dioxo-2,4-dihydro-1H-indole-2-carboxylic acid";"C1(C(CC2=CC(NC2=C1)C(=O)O)=O)=O"
"838";"4-[1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol";"C(C(O)c1cc(c(cc1)O)O)NC"
"839";"2-amino-4-hydroxypentanedioic acid";"C(C(N)C(O)=O)C(C(=O)O)O"
"840";"6-methyloxane-2,3,4,5-tetrol";"C1(O)C(C(O)C(C(C)O1)O)O"
"841";"1,3,4,5-tetrahydroxyhexan-2-one";"O=C(C(C(C(O)C)O)O)CO"
"842";"2-amino-5-[(1-carboxy-2-sulfanylethyl)amino]-5-oxopentanoic acid";"C(S)C(C(O)=O)NC(=O)CCC(C(O)=O)N"
"843";"2-amino-5-oxo-5-phosphonooxypentanoic acid";"OP(O)(=O)OC(=O)CCC(N)C(O)=O"
"844";"2-amino-5-oxopentanoic acid";"C(=O)CCC(C(O)=O)N"
"845";"[2-amino-3-(1H-imidazol-5-yl)propyl] dihydrogen phosphate";"OP(O)(OCC(N)Cc1[nH]cnc1)=O"
"846";"2-amino-4-(2-aminophenyl)-4-oxobutanoic acid";"c1ccc(c(C(CC(C(O)=O)N)=O)c1)N"
"847";"2-amino-4-methylsulfinylbutanoic acid";"NC(CCS(C)=O)C(=O)O"
"848";"2,4-dihydroxy-3,3-dimethylbutanoic acid";"CC(C)(CO)C(O)C(O)=O"
"849";"piperidine-2-carboxylic acid";"C1CNC(C(=O)O)CC1"
"850";"(2,3,5-trihydroxy-4-oxopentyl) dihydrogen phosphate";"OP(O)(OCC(O)C(O)C(=O)CO)=O"
"851";"2-amino-3-selanylpropanoic acid";"NC(C[SeH])C(=O)O"
"852";"2-amino-3-methylbutanedioic acid";"NC(C(C)C(O)=O)C(O)=O"
"853";"2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid";"Ic1cc(cc(I)c1O)Oc1c(cc(cc1I)CC(C(O)=O)N)I"
"854";"2,3,4,5-tetrahydroxypentanal";"C(O)C(O)C(O)C(O)C=O"
"855";"2-hydroxypropanal";"O=CC(O)C"
"856";"4,4,10,13,14-pentamethyl-17-(6-methylhept-5-en-2-yl)-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol";"CC(C)=CCCC(C1CCC2(C1(CCC=1C3(C)C(C(C)(C)C(O)CC3)CCC=12)C)C)C"
